1600 , 0.416775 , 3.03069e-05,  -0.000409672 , 6.93562e-05,  1 , 2.2741e-05 , 2.41476e-05 , -9.07196e-11
1640 , 0.416811 , 3.03093e-05,  -0.000373706 , 6.88765e-05,  1 , 2.27429e-05 , 2.41496e-05 , -1.03548e-10
1680 , 0.416844 , 3.03116e-05,  -0.00034082 , 6.83377e-05,  1 , 2.27446e-05 , 2.41515e-05 , -1.17909e-10
1720 , 0.416874 , 3.03136e-05,  -0.000310689 , 6.77329e-05,  1 , 2.27462e-05 , 2.41531e-05 , -1.33971e-10
1760 , 0.416902 , 3.03155e-05,  -0.000283028 , 6.70539e-05,  1 , 2.27476e-05 , 2.41546e-05 , -1.51921e-10
1800 , 0.416927 , 3.03172e-05,  -0.000257586 , 6.62914e-05,  1 , 2.27489e-05 , 2.4156e-05 , -1.71974e-10
1840 , 0.416951 , 3.03188e-05,  -0.000234138 , 6.54345e-05,  1 , 2.27501e-05 , 2.41573e-05 , -1.94372e-10
1880 , 0.416972 , 3.03202e-05,  -0.000212484 , 6.44705e-05,  1 , 2.27512e-05 , 2.41584e-05 , -2.19394e-10
1920 , 0.416992 , 3.03214e-05,  -0.000192445 , 6.33839e-05,  1 , 2.27522e-05 , 2.41595e-05 , -2.47361e-10
1960 , 0.417011 , 3.03226e-05,  -0.000173857 , 6.21562e-05,  1 , 2.27531e-05 , 2.41604e-05 , -2.78652e-10
2000 , 0.417028 , 3.03237e-05,  -0.000156569 , 6.07646e-05,  1 , 2.27539e-05 , 2.41613e-05 , -3.13721e-10
2040 , 0.417044 , 3.03246e-05,  -0.000140442 , 5.918e-05,  1 , 2.27546e-05 , 2.41621e-05 , -3.53122e-10
2080 , 0.417059 , 3.03255e-05,  -0.00012534 , 5.73646e-05,  1 , 2.27553e-05 , 2.41628e-05 , -3.97558e-10
2120 , 0.417074 , 3.03263e-05,  -0.000111125 , 5.5267e-05,  1 , 2.27559e-05 , 2.41634e-05 , -4.47956e-10
2160 , 0.417087 , 3.03271e-05,  -9.76474e-05 , 5.28131e-05,  1 , 2.27565e-05 , 2.4164e-05 , -5.05626e-10
2200 , 0.4171 , 3.03277e-05,  -8.47309e-05 , 4.98891e-05,  1 , 2.2757e-05 , 2.41645e-05 , -5.72535e-10
2240 , 0.417112 , 3.03283e-05,  -7.30831e-05 , 4.66031e-05,  1 , 2.27575e-05 , 2.41649e-05 , -6.45414e-10
2280 , 0.417122 , 3.03287e-05,  -6.29965e-05 , 4.30902e-05,  1 , 2.27578e-05 , 2.41653e-05 , -7.20697e-10
2320 , 0.417131 , 3.03291e-05,  -5.41563e-05 , 3.93408e-05,  1 , 2.27581e-05 , 2.41656e-05 , -7.98166e-10
2360 , 0.417138 , 3.03294e-05,  -4.63126e-05 , 3.53401e-05,  1 , 2.27583e-05 , 2.41658e-05 , -8.77719e-10
2400 , 0.417145 , 3.03296e-05,  -3.92593e-05 , 3.10651e-05,  1 , 2.27586e-05 , 2.41659e-05 , -9.59425e-10
2440 , 0.417152 , 3.03298e-05,  -3.28179e-05 , 2.6479e-05,  1 , 2.27587e-05 , 2.41661e-05 , -1.0436e-09
2480 , 0.417158 , 3.033e-05,  -2.68214e-05 , 2.1522e-05,  1 , 2.27589e-05 , 2.41662e-05 , -1.13098e-09
2520 , 0.417164 , 3.03301e-05,  -2.10921e-05 , 1.609e-05,  1 , 2.2759e-05 , 2.41663e-05 , -1.223e-09
2560 , 0.417169 , 3.03301e-05,  -1.55462e-05 , 1.01504e-05,  1 , 2.27591e-05 , 2.41663e-05 , -1.31994e-09
2600 , 0.417174 , 3.03302e-05,  -1.07005e-05 , 4.43602e-06,  1 , 2.27592e-05 , 2.41664e-05 , -1.41037e-09
2640 , 0.417178 , 3.03302e-05,  -6.33723e-06 , -1.05729e-06,  1 , 2.27593e-05 , 2.41664e-05 , -1.49545e-09
2680 , 0.417182 , 3.03302e-05,  -2.22841e-06 , -6.43154e-06,  1 , 2.27594e-05 , 2.41664e-05 , -1.57761e-09
2720 , 0.417187 , 3.03301e-05,  1.79126e-06 , -1.17603e-05,  1 , 2.27595e-05 , 2.41664e-05 , -1.65871e-09
2760 , 0.417191 , 3.03301e-05,  5.86782e-06 , -1.71081e-05,  1 , 2.27596e-05 , 2.41664e-05 , -1.74043e-09
2800 , 0.417195 , 3.033e-05,  1.01578e-05 , -2.25436e-05,  1 , 2.27596e-05 , 2.41665e-05 , -1.82468e-09
2840 , 0.4172 , 3.03299e-05,  1.48649e-05 , -2.81552e-05,  1 , 2.27597e-05 , 2.41665e-05 , -1.91399e-09
2880 , 0.417205 , 3.03297e-05,  2.02716e-05 , -3.40417e-05,  1 , 2.27598e-05 , 2.41665e-05 , -2.01179e-09
2920 , 0.417211 , 3.03295e-05,  2.59664e-05 , -3.95528e-05,  1 , 2.27599e-05 , 2.41665e-05 , -2.10923e-09
2960 , 0.417217 , 3.03292e-05,  3.18761e-05 , -4.45524e-05,  1 , 2.276e-05 , 2.41665e-05 , -2.20484e-09
3000 , 0.417223 , 3.03289e-05,  3.81839e-05 , -4.91623e-05,  1 , 2.27601e-05 , 2.41665e-05 , -2.30168e-09
3040 , 0.41723 , 3.03286e-05,  4.50532e-05 , -5.3451e-05,  1 , 2.27602e-05 , 2.41665e-05 , -2.40224e-09
3080 , 0.417237 , 3.03282e-05,  5.2653e-05 , -5.74597e-05,  1 , 2.27603e-05 , 2.41665e-05 , -2.50887e-09
3120 , 0.417246 , 3.03277e-05,  6.11743e-05 , -6.12148e-05,  1 , 2.27604e-05 , 2.41665e-05 , -2.62409e-09
3160 , 0.417256 , 3.03271e-05,  7.08447e-05 , -6.47328e-05,  1 , 2.27605e-05 , 2.41665e-05 , -2.75075e-09
3200 , 0.417267 , 3.03263e-05,  8.19463e-05 , -6.80247e-05,  1 , 2.27606e-05 , 2.41665e-05 , -2.89229e-09
3240 , 0.417279 , 3.03254e-05,  9.45791e-05 , -7.10418e-05,  1 , 2.27607e-05 , 2.41665e-05 , -3.04979e-09
3280 , 0.417293 , 3.03245e-05,  0.000107843 , -7.35894e-05,  1 , 2.27608e-05 , 2.41665e-05 , -3.21228e-09
3320 , 0.417306 , 3.03234e-05,  0.000121783 , -7.5758e-05,  1 , 2.27609e-05 , 2.41665e-05 , -3.38078e-09
3360 , 0.417321 , 3.03223e-05,  0.000136554 , -7.76302e-05,  1 , 2.27611e-05 , 2.41665e-05 , -3.55752e-09
3400 , 0.417337 , 3.03211e-05,  0.000152295 , -7.9262e-05,  1 , 2.27612e-05 , 2.41665e-05 , -3.74435e-09
3440 , 0.417354 , 3.03197e-05,  0.000169138 , -8.06939e-05,  1 , 2.27613e-05 , 2.41665e-05 , -3.94301e-09
3480 , 0.417372 , 3.03182e-05,  0.000187219 , -8.19565e-05,  1 , 2.27615e-05 , 2.41665e-05 , -4.15518e-09
3520 , 0.417391 , 3.03166e-05,  0.000206682 , -8.30739e-05,  1 , 2.27616e-05 , 2.41665e-05 , -4.38263e-09
3560 , 0.417412 , 3.03149e-05,  0.000227681 , -8.40655e-05,  1 , 2.27618e-05 , 2.41666e-05 , -4.62722e-09
3600 , 0.417435 , 3.0313e-05,  0.000250387 , -8.49471e-05,  1 , 2.27619e-05 , 2.41666e-05 , -4.89097e-09
3640 , 0.41746 , 3.03109e-05,  0.000274986 , -8.57319e-05,  1 , 2.27621e-05 , 2.41666e-05 , -5.17608e-09
3680 , 0.417486 , 3.03086e-05,  0.00030169 , -8.64313e-05,  1 , 2.27623e-05 , 2.41666e-05 , -5.48503e-09
3720 , 0.417515 , 3.03061e-05,  0.000330732 , -8.70548e-05,  1 , 2.27625e-05 , 2.41666e-05 , -5.82053e-09
3760 , 0.417547 , 3.03033e-05,  0.000362378 , -8.76107e-05,  1 , 2.27627e-05 , 2.41666e-05 , -6.18566e-09
3800 , 0.417582 , 3.03003e-05,  0.000396927 , -8.81063e-05,  1 , 2.2763e-05 , 2.41666e-05 , -6.58388e-09
3840 , 0.417619 , 3.02969e-05,  0.00043472 , -8.85478e-05,  1 , 2.27632e-05 , 2.41666e-05 , -7.01915e-09
3880 , 0.417661 , 3.02932e-05,  0.000476146 , -8.89408e-05,  1 , 2.27635e-05 , 2.41666e-05 , -7.49592e-09
3920 , 0.417706 , 3.02892e-05,  0.00052165 , -8.92904e-05,  1 , 2.27638e-05 , 2.41666e-05 , -8.01934e-09
3960 , 0.417756 , 3.02847e-05,  0.000571745 , -8.96008e-05,  1 , 2.27642e-05 , 2.41666e-05 , -8.5953e-09
4000 , 0.417812 , 3.02797e-05,  0.000627022 , -8.9876e-05,  1 , 2.27646e-05 , 2.41667e-05 , -9.2306e-09
4040 , 0.417873 , 3.02742e-05,  0.000688167 , -9.01195e-05,  1 , 2.2765e-05 , 2.41667e-05 , -9.93313e-09
4080 , 0.417941 , 3.02681e-05,  0.000755983 , -9.03345e-05,  1 , 2.27654e-05 , 2.41667e-05 , -1.07121e-08
4120 , 0.418016 , 3.02613e-05,  0.000831407 , -9.05239e-05,  1 , 2.2766e-05 , 2.41667e-05 , -1.15783e-08
4160 , 0.4181 , 3.02537e-05,  0.000915549 , -9.06903e-05,  1 , 2.27665e-05 , 2.41667e-05 , -1.25444e-08
4200 , 0.418194 , 3.02451e-05,  0.00100973 , -9.0836e-05,  1 , 2.27672e-05 , 2.41668e-05 , -1.36257e-08
4240 , 0.4183 , 3.02355e-05,  0.00111551 , -9.0963e-05,  1 , 2.27679e-05 , 2.41668e-05 , -1.48401e-08
4280 , 0.41842 , 3.02246e-05,  0.00123482 , -9.10735e-05,  1 , 2.27687e-05 , 2.41668e-05 , -1.62095e-08
4320 , 0.418555 , 3.02123e-05,  0.00136995 , -9.1169e-05,  1 , 2.27696e-05 , 2.41668e-05 , -1.77606e-08
4360 , 0.418708 , 3.01983e-05,  0.00152377 , -9.12513e-05,  1 , 2.27707e-05 , 2.41669e-05 , -1.95259e-08
4400 , 0.418885 , 3.01822e-05,  0.00169982 , -9.13218e-05,  1 , 2.27719e-05 , 2.41669e-05 , -2.15464e-08
4440 , 0.419087 , 3.01637e-05,  0.00190256 , -9.13818e-05,  1 , 2.27733e-05 , 2.4167e-05 , -2.38731e-08
4480 , 0.419322 , 3.01422e-05,  0.00213768 , -9.14326e-05,  1 , 2.27749e-05 , 2.4167e-05 , -2.65713e-08
4520 , 0.419597 , 3.01171e-05,  0.00241252 , -9.14752e-05,  1 , 2.27767e-05 , 2.41671e-05 , -2.97254e-08
4560 , 0.419921 , 3.00874e-05,  0.00273672 , -9.15108e-05,  1 , 2.27789e-05 , 2.41672e-05 , -3.34458e-08
